literal,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,source,source_url,license,qa_status,data_version,qa_note
非,"[""비"",""잘못"",""부정""]","[""un-"",""mistake"",""negative"",""injustice"",""non-""]","[""ヒ""]","[""あら.ず""]",非,아닐 비,175,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
飛,"[""날다""]","[""fly"",""skip (pages)"",""scatter""]","[""ヒ""]","[""と.ぶ"",""と.ばす"",""-と.ばす""]",飛,날 비,183,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
備,"[""준비하다"",""구비하다""]","[""equip"",""provision"",""preparation""]","[""ビ""]","[""そな.える"",""そな.わる"",""つぶさ.に""]",人,사람 인,9,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
尾,"[""꼬리""]","[""tail"",""end"",""counter for fish"",""lower slope of mountain""]","[""ビ""]","[""お""]",尸,주검 시,44,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
微,"[""희미함"",""어렴풋함""]","[""delicate"",""minuteness"",""insignificance""]","[""ビ""]","[""かす.か""]",彳,두인변 척,60,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
眉,"[""눈썹""]","[""eyebrow""]","[""ビ"",""ミ""]","[""まゆ""]",目,눈 목,109,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
美,"[""아름답다""]","[""beauty"",""beautiful""]","[""ビ"",""ミ""]","[""うつく.しい""]",羊,양 양,123,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
鼻,"[""코""]","[""nose"",""snout""]","[""ビ""]","[""はな""]",鼻,코 비,209,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
匹,"[""짝"",""작은 동물을 세는 단위""]","[""equal"",""head"",""counter for small animals"",""roll of cloth""]","[""ヒツ""]","[""ひき""]",匸,감출 혜,23,4,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
肘,"[""팔꿈치""]","[""elbow"",""arm""]","[""チュウ""]","[""ひじ""]",肉,고기 육,130,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
必,"[""반드시""]","[""invariably"",""certain"",""inevitable""]","[""ヒツ""]","[""かなら.ず""]",心,마음 심,61,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
筆,"[""붓""]","[""writing brush"",""writing"",""painting brush"",""handwriting""]","[""ヒツ""]","[""ふで""]",竹,대 죽,118,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
紐,"[""끈""]","[""string"",""cord"",""braid"",""lace"",""tape"",""strap"",""ribbon""]","[""チュウ"",""ジュウ""]","[""ひも""]",糸,실 사,120,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
百,"[""백""]","[""hundred""]","[""ヒャク"",""ビャク""]","[""もも""]",白,흰 백,106,6,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
俵,"[""가마니"",""포대""]","[""bag"",""bale"",""sack"",""counter for bags""]","[""ヒョウ""]","[""たわら""]",人,사람 인,9,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
標,"[""표시"",""목표""]","[""signpost"",""seal"",""mark"",""stamp"",""imprint"",""symbol"",""emblem"",""trademark"",""evidence"",""souvenir"",""target""]","[""ヒョウ""]","[""しるべ"",""しるし""]",木,나무 목,75,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
氷,"[""얼음""]","[""icicle"",""ice"",""hail"",""freeze"",""congeal""]","[""ヒョウ""]","[""こおり"",""ひ"",""こお.る""]",水,물 수,85,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
漂,"[""떠돌다"",""감돌다""]","[""drift"",""float (on liquid)""]","[""ヒョウ""]","[""ただよ.う""]",水,물 수,85,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
票,"[""표"",""표결""]","[""ballot"",""label"",""ticket"",""sign""]","[""ヒョウ""]",[],示,보일 시,113,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,10,Human-reviewed 2026-08-22: KANJIDIC English + JLPT usage cross-check; semantic-review draft confirmed.
表,"[""표면"",""앞"",""밖""]","[""surface"",""table"",""chart"",""diagram""]","[""ヒョウ""]","[""おもて"",""-おもて"",""あらわ.す"",""あらわ.れる"",""あら.わす""]",衣,옷 의,145,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
評,"[""평가"",""비평""]","[""evaluate"",""criticism"",""comment""]","[""ヒョウ""]",[],言,말씀 언,149,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
描,"[""그리다"",""묘사하다""]","[""sketch"",""compose"",""write"",""draw"",""paint""]","[""ビョウ""]","[""えが.く"",""か.く""]",手,손 수,64,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
病,"[""병들다"",""앓다""]","[""ill"",""sick""]","[""ビョウ"",""ヘイ""]","[""や.む"",""-や.み"",""やまい""]",疒,병질안 역,104,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
秒,"[""초(시간)""]","[""second (1/60 minute)""]","[""ビョウ""]",[],禾,벼 화,115,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
苗,"[""모"",""모종""]","[""seedling"",""sapling"",""shoot""]","[""ビョウ"",""ミョウ""]","[""なえ"",""なわ-""]",艸,풀 초,140,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
品,"[""물건"",""물품"",""품목""]","[""goods"",""refinement"",""dignity"",""article"",""counter for meal courses""]","[""ヒン"",""ホン""]","[""しな""]",口,입 구,30,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
貧,"[""가난하다""]","[""poverty"",""poor""]","[""ヒン"",""ビン""]","[""まず.しい""]",貝,조개 패,154,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
頻,"[""자꾸"",""연달아""]","[""repeatedly"",""recur""]","[""ヒン""]","[""しき.りに""]",頁,머리 혈,181,17,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
敏,"[""민첩함"",""영리함""]","[""cleverness"",""agile"",""alert""]","[""ビン""]","[""さとい""]",攴,둥글월 문,66,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
瓶,"[""병"",""항아리""]","[""bottle"",""vial"",""jar"",""jug"",""vat"",""urn""]","[""ビン"",""ヘイ""]","[""かめ""]",瓦,기와 와,98,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
不,"[""아니다"",""부정"",""나쁨""]","[""negative"",""non-"",""bad"",""ugly"",""clumsy""]","[""フ"",""ブ""]",[],一,한 일,1,4,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
付,"[""붙다"",""달리다""]","[""adhere"",""attach"",""refer to"",""append""]","[""フ""]","[""つ.ける"",""-つ.ける"",""-づ.ける"",""つ.け"",""つ.け-"",""-つ.け"",""-づ.け"",""-づけ"",""つ.く"",""-づ.く"",""つ.き"",""-つ.き"",""-つき"",""-づ.き"",""-づき""]",人,사람 인,9,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
夫,"[""남편""]","[""husband"",""man""]","[""フ"",""フウ"",""ブ""]","[""おっと"",""それ""]",大,큰 대,37,4,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
婦,"[""여자"",""아내""]","[""lady"",""woman"",""wife"",""bride""]","[""フ""]","[""よめ""]",女,계집 녀,38,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
富,"[""부"",""재산""]","[""wealth"",""enrich"",""abundant""]","[""フ"",""フウ""]","[""と.む"",""とみ""]",宀,갓머리 면,40,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
布,"[""천""]","[""linen"",""cloth"",""spread"",""distribute""]","[""フ"",""ホ""]","[""ぬの"",""し.く"",""きれ""]",巾,수건 건,50,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
府,"[""부"",""관청""]","[""borough"",""urban prefecture"",""govt office"",""representative body"",""storehouse""]","[""フ""]",[],广,엄호 엄,53,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
怖,"[""무섭다""]","[""dreadful"",""be frightened"",""fearful""]","[""フ"",""ホ""]","[""こわ.い"",""こわ.がる"",""お.じる"",""おそ.れる""]",心,마음 심,61,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
扶,"[""돕다""]","[""aid"",""help"",""assist""]","[""フ""]","[""たす.ける""]",手,손 수,64,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
敷,"[""깔다"",""펼치다""]","[""spread"",""pave"",""sit"",""promulgate""]","[""フ""]","[""し.く"",""-し.き""]",攴,둥글월 문,66,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
普,"[""널리"",""보편""]","[""universal"",""wide(ly)"",""generally"",""Prussia""]","[""フ""]","[""あまね.く"",""あまねし""]",日,날 일,72,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
浮,"[""뜨다""]","[""floating"",""float"",""rise to surface""]","[""フ""]","[""う.く"",""う.かれる"",""う.かぶ"",""う.かべる""]",水,물 수,85,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
父,"[""아빠"",""아버지""]","[""father""]","[""フ""]","[""ちち""]",父,아비 부,88,4,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
符,"[""표식"",""부적""]","[""token"",""sign"",""mark"",""tally"",""charm""]","[""フ""]",[],竹,대 죽,118,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
腐,"[""썩다"",""상하다"",""부패하다""]","[""rot"",""decay"",""sour""]","[""フ""]","[""くさ.る"",""-くさ.る"",""くさ.れる"",""くさ.れ"",""くさ.らす"",""くさ.す""]",肉,고기 육,130,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
膚,"[""피부"",""살결""]","[""skin"",""body"",""grain"",""texture"",""disposition""]","[""フ""]","[""はだ""]",肉,고기 육,130,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
譜,"[""악보"",""계보""]","[""musical score"",""music"",""note"",""staff"",""table"",""genealogy""]","[""フ""]",[],言,말씀 언,149,19,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
負,"[""패배""]","[""defeat"",""negative"",""-"",""minus"",""bear"",""owe"",""assume a responsibility""]","[""フ""]","[""ま.ける"",""ま.かす"",""お.う""]",貝,조개 패,154,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
賦,"[""부과하다"",""시""]","[""levy"",""ode"",""prose"",""poem"",""tribute"",""installment""]","[""フ"",""ブ""]",[],貝,조개 패,154,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
赴,"[""가다"",""진행하다"",""나아가다""]","[""proceed"",""get"",""become"",""tend""]","[""フ""]","[""おもむ.く""]",走,달아날 주,156,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
侮,"[""무시하다""]","[""scorn"",""despise"",""make light of"",""contempt""]","[""ブ""]","[""あなど.る"",""あなず.る""]",人,사람 인,9,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
