literal,highest_severity,checks,details,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,qa_status,linked_word_count,linked_word_examples
話,review,manual_review_required,,"[""이야기하다""]","[""tale"",""talk""]","[""ワ""]","[""はな.す"",""はなし""]",言,말씀 언,149,13,auto,14,"電話/でんわ:전화 || 話す/はなす:이야기하다 || 会話/かいわ:대화 || 世話/せわ:돌봄, 폐, 신세 || 話し中/はなしちゅう:통화 중 || 話題/わだい:화제 || 電話代/でんわだい:전화 요금 || 話し合い/はなしあい:논의, 말하다, 회의"
該,review,manual_review_required,,"[""해당"",""그""]","[""above-stated"",""the said"",""that specific""]","[""ガイ""]",[],言,말씀 언,149,13,auto,2,該当/がいとう:해당 || 該当する/がいとうする:해당하다
詳,review,manual_review_required,,"[""자세하다"",""상세하다"",""잘알고있다""]","[""detailed"",""full"",""minute"",""accurate"",""well-informed""]","[""ショウ""]","[""くわ.しい"",""つまび.らか""]",言,말씀 언,149,13,auto,2,"詳しい/くわしい:자세하다,상세하다,잘알고있다 || 詳細/しょうさい:상세"
誂,review,manual_review_required,,"[""주문하다"",""맞추다""]","[""order""]","[""チョウ""]","[""あつら.える"",""いど.む""]",言,말씀 언,149,13,auto,1,"誂える/あつらえる:주문하다, 맞추다"
誇,review,manual_review_required,,"[""자랑하다""]","[""boast"",""be proud"",""pride"",""triumphantly""]","[""コ""]","[""ほこ.る""]",言,말씀 언,149,13,auto,3,誇る/ほこる:자랑하다 || 誇張/こちょう:과장 || 誇張する/こちょうする:과장하다
誉,review,manual_review_required,,"[""명예"",""칭찬""]","[""reputation"",""praise"",""honor"",""glory""]","[""ヨ""]","[""ほま.れ"",""ほ.める""]",言,말씀 언,149,13,auto,1,名誉/めいよ:명예
誌,review,manual_review_required,,"[""기록"",""잡지""]","[""document"",""records""]","[""シ""]",[],言,말씀 언,149,14,auto,2,雑誌/ざっし:잡지 || 週刊誌/しゅうかんし:주간지
認,review,manual_review_required,,"[""인정하다"",""알아차리다""]","[""acknowledge"",""witness"",""discern"",""recognize"",""appreciate"",""believe""]","[""ニン""]","[""みと.める"",""したた.める""]",言,말씀 언,149,14,auto,6,"確認/かくにん:확인 || 承認/しょうにん:승인 || 認める/みとめる:인정하다, 알아차리다 || 認識/にんしき:인식 || 認知/にんち:인지 || 公認/こうにん:공인, 공식 승인"
誓,review,manual_review_required,,"[""맹세하다""]","[""vow"",""swear"",""pledge""]","[""セイ""]","[""ちか.う""]",言,말씀 언,149,14,auto,2,誓う/ちかう:맹세하다 || 誓約書/せいやくしょ:서약서
誕,review,manual_review_required,,"[""태어나다"",""거짓""]","[""nativity"",""be born"",""declension"",""lie"",""be arbitrary""]","[""タン""]",[],言,말씀 언,149,15,auto,1,誕生/たんじょう:탄생
誘,review,manual_review_required,,"[""권유하다""]","[""entice"",""lead"",""tempt"",""invite"",""ask"",""call for"",""seduce"",""allure""]","[""ユウ""]","[""さそ.う"",""いざな.う""]",言,말씀 언,149,14,auto,4,"誘う/さそう:권유하다 || 誘導/ゆうどう:유도, 이끎 || 誘惑/ゆうわく:유혹 || 勧誘/かんゆう:권유"
語,review,manual_review_required,,"[""말하다""]","[""word"",""speech"",""language""]","[""ゴ""]","[""かた.る"",""かた.らう""]",言,말씀 언,149,14,auto,15,英語/えいご:영어 || 物語/ものがたり:이야기 || 言語/げんご:언어 || 単語/たんご:단어 || 国語/こくご:국어 || 語学/ごがく:어학 || 語る/かたる:말하다 || 用語/ようご:용어
誠,review,manual_review_required,,"[""진실"",""성실""]","[""sincerity"",""admonish"",""warn"",""prohibit"",""truth"",""fidelity""]","[""セイ""]","[""まこと""]",言,말씀 언,149,13,auto,3,"誠/まこと:진실, 성실 || 誠実/せいじつ:성실 || 誠に/まことに:참으로, 정말로(매우 공손), 절대적으로, 확실히"
誤,review,manual_review_required,,"[""잘못"",""실수""]","[""mistake"",""err"",""do wrong"",""mislead""]","[""ゴ""]","[""あやま.る"",""-あやま.る""]",言,말씀 언,149,14,auto,4,"誤解/ごかい:오해 || 誤り/あやまり:잘못, 실수 || 誤差/ごさ:오차 || 錯誤/さくご:착오"
説,review,manual_review_required,,"[""이론""]","[""opinion"",""theory"",""explanation"",""rumor""]","[""セツ"",""ゼイ""]","[""と.く""]",言,말씀 언,149,14,auto,10,説明/せつめい:설명 || 小説/しょうせつ:소설 || 解説/かいせつ:설명 || 社説/しゃせつ:사설 || 説/せつ:이론 || 説得/せっとく:설득 || 演説/えんぜつ:연설 || 伝説/でんせつ:전설
読,review,manual_review_required,,"[""읽다""]","[""read""]","[""ドク"",""トク"",""トウ""]","[""よ.む"",""-よ.み""]",言,말씀 언,149,14,auto,7,読む/よむ:읽다 || 読書/どくしょ:독서 || 読み/よみ:읽기 || 句読点/くとうてん:구두점 || 購読/こうどく:구독 || 朗読/ろうどく:낭독 || 講読/こうどく:강독
課,review,manual_review_required,,"[""과"",""부서""]","[""chapter"",""lesson"",""section"",""department"",""division"",""counter for chapters (of a book)""]","[""カ""]",[],言,말씀 언,149,15,auto,6,"課長/かちょう:과장, 부서장 || 課題/かだい:과제 || 課/か:과, 부서 || 課税/かぜい:과세 || 課程/かてい:과정, 코스, 교육과정 || 日課/にっか:일과"
調,review,manual_review_required,,"[""조사"",""검사"",""점검""]","[""tune"",""tone"",""meter"",""key (music)"",""writing style"",""prepare"",""exorcise"",""investigate"",""harmonize"",""mediate""]","[""チョウ""]","[""しら.べる"",""しら.べ"",""ととの.う"",""ととの.える""]",言,말씀 언,149,15,auto,19,"調べる/しらべる:조사하다, 알아보다 || 調査/ちょうさ:조사 || 調子/ちょうし:(몸,기계)상태 || 調整/ちょうせい:규정, 조정 || 強調/きょうちょう:강조 || 好調/こうちょう:호조, 순조로움 || 調味料/ちょうみりょう:조미료 || 調理/ちょうり:조리"
談,review,manual_review_required,,"[""이야기하다"",""상담""]","[""discuss"",""talk""]","[""ダン""]",[],言,말씀 언,149,15,auto,7,相談/そうだん:상담 || 冗談/じょうだん:농담 || 雑談/ざつだん:잡담 || 会談/かいだん:회담 || 対談/たいだん:대담 || 座談会/ざだんかい:좌담회 || 縁談/えんだん:혼담
請,review,manual_review_required,,"[""청하다"",""요청하다""]","[""solicit"",""invite"",""ask""]","[""セイ"",""シン"",""ショウ""]","[""こ.う"",""う.ける""]",言,말씀 언,149,15,auto,4,"申請/しんせい:신청 || 請求書/せいきゅうしょ:청구서 || 請求/せいきゅう:청구, 요구 || 要請/ようせい:요청"
論,review,manual_review_required,,"[""논하다"",""토론하다""]","[""argument"",""discourse""]","[""ロン""]","[""あげつら.う""]",言,말씀 언,149,15,auto,18,"結論/けつろん:결론 || 議論/ぎろん:논의 || 論文/ろんぶん:논문 || 評論/ひょうろん:평론 || 論争/ろんそう:논쟁 || 討論/とうろん:논의, 토론 || 概論/がいろん:개론 || 論ずる/ろんずる:논하다, 토론하다"
諦,review,manual_review_required,,"[""포기하다""]","[""truth"",""clarity"",""abandon"",""give up""]","[""テイ"",""タイ""]","[""あきら.める"",""つまびらか"",""まこと""]",言,말씀 언,149,16,auto,1,諦める/あきらめる:포기하다
諭,review,manual_review_required,,"[""타이르다"",""훈계하다""]","[""rebuke"",""admonish"",""charge"",""warn"",""persuade""]","[""ユ""]","[""さと.す""]",言,말씀 언,149,16,needs_review,1,諭す/さとす:잘 타이르다
諸,review,manual_review_required,,"[""여러"",""많은""]","[""various"",""many"",""several"",""together""]","[""ショ""]","[""もろ""]",言,말씀 언,149,15,auto,1,"諸君/しょくん:여러분, 제군"
諾,review,manual_review_required,,"[""승낙""]","[""consent"",""assent"",""agreement""]","[""ダク""]",[],言,말씀 언,149,15,auto,1,承諾/しょうだく:승낙
謀,review,manual_review_required,,"[""꾀하다"",""계략""]","[""conspire"",""cheat"",""impose on"",""plan"",""devise"",""scheme"",""have in mind"",""deceive""]","[""ボウ"",""ム""]","[""はか.る"",""たばか.る"",""はかりごと""]",言,말씀 언,149,16,auto,1,無謀/むぼう:무모한
謎,review,manual_review_required,,"[""수수께끼"",""불가사의""]","[""riddle"",""puzzle"",""enigma"",""hint"",""tip""]","[""メイ"",""ベイ""]","[""なぞ""]",言,말씀 언,149,16,needs_review,1,謎謎/なぞなぞ:수수께끼
謙,review,manual_review_required,,"[""겸손""]","[""self-effacing"",""humble oneself"",""condescend"",""be modest""]","[""ケン""]","[""へりくだ.る""]",言,말씀 언,149,17,auto,2,"謙虚/けんきょ:겸손, 겸양 || 謙遜/けんそん:겸양, 겸손"
講,review,manual_review_required,,"[""강의"",""강연""]","[""lecture"",""club"",""association""]","[""コウ""]",[],言,말씀 언,149,17,auto,7,講義/こうぎ:강의 || 講堂/こうどう:강당 || 講師/こうし:강사 || 講演/こうえん:강연 || 休講/きゅうこう:휴강 || 講習/こうしゅう:강습 || 講読/こうどく:강독
謝,review,manual_review_required,,"[""사과하다"",""사죄하다""]","[""apologize"",""thank"",""refuse""]","[""シャ""]","[""あやま.る""]",言,말씀 언,149,17,auto,4,"謝る/あやまる:사과하다,사죄하다 || 感謝/かんしゃ:감사 || 謝罪/しゃざい:사죄 || 月謝/げっしゃ:월사금, 월 회비, 수업료"
謡,review,manual_review_required,,"[""노래""]","[""song"",""sing"",""ballad"",""noh chanting""]","[""ヨウ""]","[""うた.い"",""うた.う""]",言,말씀 언,149,16,auto,2,"歌謡/かよう:가요, 노래 || 民謡/みんよう:민요"
識,review,manual_review_required,,"[""알다"",""식별""]","[""discriminating"",""know"",""write""]","[""シキ""]","[""し.る"",""しる.す""]",言,말씀 언,149,19,auto,7,"常識/じょうしき:상식 || 意識/いしき:의식 || 知識/ちしき:지식 || 標識/ひょうしき:표지, 표식 || 無意識/むいしき:무의식 || 認識/にんしき:인식 || 面識/めんしき:면식,안면"
譜,review,manual_review_required,,"[""악보"",""계보""]","[""musical score"",""music"",""note"",""staff"",""table"",""genealogy""]","[""フ""]",[],言,말씀 언,149,19,auto,1,楽譜/がくふ:악보
警,review,manual_review_required,,"[""경계"",""훈계하다""]","[""admonish"",""commandment""]","[""ケイ""]","[""いまし.める""]",言,말씀 언,149,19,auto,8,"警官/けいかん:경관 || 警察/けいさつ:경찰, 경찰서 || 警察署/けいさつしょ:경찰서 || 警察官/けいさつかん:경찰관 || 警備/けいび:경비, 경호 || 警告/けいこく:경고 || 警戒/けいかい:경계 || 警部/けいぶ:경부"
議,review,manual_review_required,,"[""의논"",""토론""]","[""deliberation"",""consultation"",""debate"",""consideration""]","[""ギ""]",[],言,말씀 언,149,20,auto,21,"会議/かいぎ:회의, 회합 || 会議室/かいぎしつ:회의 방 || 議員/ぎいん:의원 || 不思議/ふしぎ:이상하다,불가사의하다 || 議論/ぎろん:논의 || 議会/ぎかい:의회, 국회 || 議長/ぎちょう:의장 || 抗議/こうぎ:항의"
譲,review,manual_review_required,,"[""양보하다"",""양도하다""]","[""defer"",""turnover"",""transfer"",""convey""]","[""ジョウ""]","[""ゆず.る""]",言,말씀 언,149,20,auto,2,"譲る/ゆずる:양보하다,양도하다 || 譲歩/じょうほ:타협"
護,review,manual_review_required,,"[""지키다"",""보호하다""]","[""safeguard"",""protect""]","[""ゴ""]","[""まも.る""]",言,말씀 언,149,20,auto,9,弁護士/べんごし:변호사 || 看護婦/かんごふ:간호사 || 保護者/ほごしゃ:보호자 || 保護/ほご:보호 || 看護/かんご:간호 || 介護/かいご:간호 || 護衛/ごえい:호위 || 弁護/べんご:변호
谷,review,manual_review_required,,"[""골짜기"",""계곡""]","[""valley""]","[""コク""]","[""たに"",""きわ.まる""]",谷,골 곡,150,7,auto,1,"谷/たに:골짜기, 계곡"
豆,review,manual_review_required,,"[""콩""]","[""beans"",""pea"",""midget""]","[""トウ"",""ズ""]","[""まめ"",""まめ-""]",豆,콩 두,151,7,auto,1,豆/まめ:콩
豊,review,manual_review_required,,"[""풍부하다"",""넉넉하다""]","[""bountiful"",""excellent"",""rich""]","[""ホウ"",""ブ""]","[""ゆた.か"",""とよ""]",豆,콩 두,151,13,auto,3,"豊か/ゆたか:풍부하다, 넉넉하다 || 豊富/ほうふ:풍부 || 豊作/ほうさく:풍작"
象,review,manual_review_required,,"[""코끼리""]","[""elephant"",""pattern after"",""imitate"",""image"",""shape"",""sign (of the times)""]","[""ショウ"",""ゾウ""]","[""かたど.る""]",豕,돼지 시,152,12,auto,7,印象/いんしょう:인상 || 対象/たいしょう:대상 || 現象/げんしょう:현상 || 象徴/しょうちょう:상징 || 象/ぞう:코끼리 || 抽象/ちゅうしょう:추상 || 気象/きしょう:기상(氣象)
豪,review,manual_review_required,,"[""호걸"",""강하다""]","[""overpowering"",""great"",""powerful"",""excelling"",""Australia""]","[""ゴウ""]","[""えら.い""]",豕,돼지 시,152,14,auto,3,豪華/ごうか:호화로움 || 富豪/ふごう:부호 || 豪快/ごうかい:호쾌한
貝,review,manual_review_required,,"[""조개""]","[""shellfish""]","[""バイ""]","[""かい""]",貝,조개 패,154,7,auto,2,貝/かい:조개 || 貝殻/かいがら:조개껍데기
負,review,manual_review_required,,"[""패배""]","[""defeat"",""negative"",""-"",""minus"",""bear"",""owe"",""assume a responsibility""]","[""フ""]","[""ま.ける"",""ま.かす"",""お.う""]",貝,조개 패,154,9,auto,9,"負ける/まける:지다 || 負け/まけ:패배 || 負担/ふたん:부담 || 勝負/しょうぶ:승부 || 背負う/せおう:짊어지다, 등에 메다 || 負傷/ふしょう:부상, 상처 || 負う/おう:짊어지다, 지다 || 負債/ふさい:빚, 부채"
財,review,manual_review_required,,"[""재물"",""재산""]","[""property"",""money"",""wealth"",""assets""]","[""ザイ"",""サイ"",""ゾク""]","[""たから""]",貝,조개 패,154,10,auto,6,"財布/さいふ:지갑 || 財産/ざいさん:재산, 자산 || 財政/ざいせい:재정 || 財/ざい:재물, 재산 || 文化財/ぶんかざい:문화재 || 財源/ざいげん:재원"
貢,review,manual_review_required,,"[""바치다"",""공헌하다""]","[""tribute"",""support"",""finance""]","[""コウ"",""ク""]","[""みつ.ぐ""]",貝,조개 패,154,10,auto,2,貢献/こうけん:공헌 || 貢献する/こうけんする:공헌하다
貧,review,manual_review_required,,"[""가난하다""]","[""poverty"",""poor""]","[""ヒン"",""ビン""]","[""まず.しい""]",貝,조개 패,154,11,auto,5,"貧しい/まずしい:가난하다 || 貧困/ひんこん:빈곤 || 貧乏/びんぼう:가난, 빈곤 || 貧弱/ひんじゃく:빈약함 || 貧富/ひんぷ:빈부"
貨,review,manual_review_required,,"[""화물"",""재화""]","[""freight"",""goods"",""property""]","[""カ""]","[""たから""]",貝,조개 패,154,11,auto,6,通貨/つうか:통화 || 貨物/かもつ:화물 || 硬貨/こうか:동전 || 雑貨/ざっか:잡화 || 貨幣/かへい:화폐 || 外貨/がいか:외화
販,review,manual_review_required,,"[""팔다"",""판매""]","[""marketing"",""sell"",""trade""]","[""ハン""]",[],貝,조개 패,154,11,auto,2,販売/はんばい:판매 || 自動販売機/じどうはんばいき:자동 판매기
貫,review,manual_review_required,,"[""관철하다""]","[""pierce"",""8 1/3lbs"",""penetrate"",""brace""]","[""カン""]","[""つらぬ.く"",""ぬ.く"",""ぬき""]",貝,조개 패,154,11,auto,1,貫く/つらぬく:관철하다
責,review,manual_review_required,,"[""책망하다"",""비난하다""]","[""blame"",""condemn"",""censure""]","[""セキ""]","[""せ.める""]",貝,조개 패,154,11,auto,3,"責任/せきにん:책임 || 責める/せめる:책망하다, 비난하다 || 責務/せきむ:의무"
貯,review,manual_review_required,,"[""모으다"",""담다""]","[""savings"",""store"",""lay in"",""keep"",""wear mustache""]","[""チョ""]","[""た.める"",""たくわ.える""]",貝,조개 패,154,12,auto,4,"貯金/ちょきん:저금 || 貯める/ためる:모으다, 담다 || 貯蔵/ちょぞう:저장, 비축 || 貯蓄/ちょちく:저축"
